,NOMBRE,EDAD,CORREO,TIPO,GRUPO,NIVEL,JORNADA,DIA,HORARIO,SUBMODULO,DOCENTE,MOMENTO,CONOCIMIENTO,DESEMPEÑO,PRODUCTO,BECADO,ESTADO
1852,Richard White,22,rthompson@example.org,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Erin Smith,2,2.9,3.3,2.9,NO,FORMACIÓN
1853,Philip Turner,28,onixon@example.com,EMPRESARIAL,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Erin Smith,2,4.2,4.5,3.2,SI,FORMACIÓN
1854,Kenneth Ortega DDS,18,garciamichelle@example.com,REGULAR,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Anna Cruz,2,3.8,4.8,4.5,NO,FORMACIÓN
1855,Michael Brooks,26,xdavis@example.org,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Erica Ramirez,2,4.0,3.5,3.3,NO,FORMACIÓN
1856,Lisa Johnson,18,imiles@example.net,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Bradley Jimenez,3,5.0,5.0,4.3,SI,FORMACIÓN
1857,Erin Jenkins,20,jacqueline79@example.com,EMPRESARIAL,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Emily Villegas,3,3.5,2.9,3.2,NO,FORMACIÓN
1858,Mrs. Dawn Quinn,28,jorgewhitney@example.net,EMPRESARIAL,5,3,NOCHE,JUEVES,18:15-21:25,Programación para la Web II,Bradley Jimenez,1,3.5,4.8,5.0,NO,FORMACIÓN
1859,Daniel Zuniga,18,omendoza@example.com,EMPRESARIAL,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,3,3.5,4.1,3.0,SI,FORMACIÓN
1860,Robert Martinez,22,paulajimenez@example.com,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Erica Ramirez,3,3.7,4.4,4.1,NO,FORMACIÓN
1861,Jennifer Andrade,30,michael96@example.net,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Anna Cruz,3,3.7,4.9,4.2,SI,FORMACIÓN
1862,Beth Curtis,28,yvette11@example.net,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,2,3.7,4.7,2.8,NO,FORMACIÓN
1863,Rebecca Moore,20,holly17@example.net,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Emily Villegas,2,3.0,4.2,4.4,NO,FORMACIÓN
1864,Matthew Thomas,22,rushthomas@example.org,EMPRESARIAL,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,3,3.7,4.3,4.5,SI,FORMACIÓN
1865,Casey Rodgers,18,rodgersalexandra@example.net,REGULAR,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,3,4.8,3.4,3.2,SI,FORMACIÓN
1866,Anthony Dunlap,22,cainnancy@example.net,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Edward Watson,2,4.5,3.8,3.9,SI,FORMACIÓN
1867,Shelly Cooper,21,kennethlopez@example.com,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Erica Ramirez,1,2.9,3.5,4.9,SI,FORMACIÓN
1868,Alicia Tran,25,andrewwang@example.org,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Michael Williams,3,4.7,3.8,3.0,SI,FORMACIÓN
1869,Linda Dorsey,20,schwartzwyatt@example.org,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Christopher Thomas,2,4.4,4.5,4.6,NO,FORMACIÓN
1870,Jessica Martinez,22,zcook@example.org,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Anna Cruz,1,2.9,4.3,3.6,NO,FORMACIÓN
1871,Tanya Robinson,22,ryananderson@example.org,REGULAR,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Erin Smith,3,3.7,4.7,5.0,SI,FORMACIÓN
1872,Robert Martinez,22,paulajimenez@example.com,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Erica Ramirez,2,3.8,4.8,2.8,NO,FORMACIÓN
1873,Jennifer Morris MD,27,melissahudson@example.net,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Erin Smith,2,3.5,4.1,3.4,SI,FORMACIÓN
1874,Jordan Roberts,29,beckjohn@example.com,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Raymond Miller,2,3.0,5.0,3.0,NO,FORMACIÓN
1875,Chelsea Williams,18,vgalvan@example.net,EMPRESARIAL,9,1,NOCHE,MARTES,18:15-21:25,Introducción a la Programación,Erin Smith,3,2.9,3.0,4.5,SI,FORMACIÓN
1876,Veronica Vega,20,xgillespie@example.net,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Emily Villegas,2,4.4,3.2,4.7,NO,FORMACIÓN
1877,Kathleen Andrews,21,mclaughlinsamuel@example.com,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Edward Watson,1,4.7,3.4,4.2,SI,FORMACIÓN
1878,Jeffrey Anderson,25,bradypatterson@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Sierra Phillips,1,4.7,3.4,4.4,SI,FORMACIÓN
1879,Robert West,24,melissa82@example.net,REGULAR,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Edward Watson,1,3.6,3.2,2.9,NO,FORMACIÓN
1880,Timothy Payne,23,psalinas@example.org,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Erin Smith,1,3.3,3.6,3.9,NO,FORMACIÓN
1881,Robert West,24,melissa82@example.net,REGULAR,7,2,NOCHE,VIERNES,18:15-21:25,Programación para la Web I,Edward Watson,2,3.0,3.2,4.9,NO,FORMACIÓN
1882,Brandon Wright,20,erivera@example.com,EMPRESARIAL,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Edward Watson,3,2.9,4.5,4.3,NO,FORMACIÓN
1883,Ann Adams,21,jaimewolf@example.net,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Emily Villegas,3,3.6,3.6,3.6,SI,FORMACIÓN
1884,Jade Davis,27,brittanyvance@example.com,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,1,3.7,4.7,3.0,SI,FORMACIÓN
1885,Elizabeth Jones,18,robertellis@example.net,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Kathryn Carroll,1,3.4,3.3,4.3,NO,FORMACIÓN
1886,Alisha Campbell,21,crystal69@example.net,REGULAR,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,3,4.4,3.9,4.5,NO,FORMACIÓN
1887,Melissa Mckenzie,25,ronald73@example.com,REGULAR,28,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Christopher Thomas,2,3.1,4.7,3.1,NO,FORMACIÓN
1888,Judith Pope,27,pateljennifer@example.com,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Kathryn Carroll,2,3.0,4.7,3.1,NO,FORMACIÓN
1889,Lauren Anthony,30,austinbarber@example.org,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Emily Villegas,3,4.9,4.1,2.9,NO,FORMACIÓN
1890,Andrew Gray,24,erinmolina@example.org,EMPRESARIAL,27,2,MAÑANA,JUEVES,7:30-10:30,Programación de Aplicaciones Móviles I,Erin Smith,2,3.0,3.8,3.0,NO,FORMACIÓN
1891,Albert Long,21,jlevine@example.com,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Emily Villegas,3,3.2,3.8,4.7,SI,FORMACIÓN
1892,Hayden Gonzalez,30,aphillips@example.org,REGULAR,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Bradley Jimenez,1,2.9,4.6,4.0,NO,FORMACIÓN
1893,Jeremy Harvey,22,christy17@example.net,EMPRESARIAL,22,4,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles III,Erin Smith,2,2.9,3.9,3.9,SI,FORMACIÓN
1894,Derek Williams,27,katie43@example.com,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Anna Cruz,2,3.6,4.4,3.4,SI,FORMACIÓN
1895,Mrs. Alexandra Montgomery DDS,26,rodriguezbrian@example.com,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Sierra Phillips,2,2.8,3.7,4.4,SI,FORMACIÓN
1896,Daniel Lynch,18,angela92@example.org,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Edward Watson,1,2.8,3.4,4.9,SI,FORMACIÓN
1897,Alicia Wall,27,spencerhector@example.net,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Edward Watson,1,3.9,4.9,2.8,NO,FORMACIÓN
1898,Kelly James,28,kyle74@example.com,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Raymond Miller,1,3.7,4.2,4.6,NO,FORMACIÓN
1899,Cory Ellis,26,sotokelly@example.com,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Michael Williams,3,3.2,4.3,3.6,SI,FORMACIÓN
1900,Heather Barton,28,lopezphillip@example.com,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Christopher Thomas,1,2.9,3.4,4.8,SI,CANCELADO
1901,James Wu,22,johnhendrix@example.com,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Erin Smith,2,4.2,4.3,3.7,NO,FORMACIÓN
1902,Erica Rogers,21,victoria78@example.com,REGULAR,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Kathryn Carroll,2,4.2,3.6,3.2,NO,FORMACIÓN
1903,Brittney Scott,19,chasecaroline@example.net,REGULAR,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Edward Watson,3,4.1,3.7,4.9,SI,FORMACIÓN
1904,Charles Nelson,24,ypetty@example.org,REGULAR,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Michael Williams,2,4.9,4.0,3.9,NO,FORMACIÓN
1905,Rachael Holmes,19,jenniferfrederick@example.net,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Erin Smith,2,4.4,4.1,4.0,NO,CANCELADO
1906,Ronald Stone,26,karlrodriguez@example.org,EMPRESARIAL,34,4,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles III,Emily Villegas,3,3.0,3.2,4.5,NO,FORMACIÓN
1907,Dana Bryant,21,jordan91@example.net,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Sierra Phillips,3,4.7,2.8,4.8,SI,FORMACIÓN
1908,Christopher King,30,bishopdevin@example.org,EMPRESARIAL,31,2,MAÑANA,VIERNES,7:30-10:30,Gestión de Bases de Datos,Kathryn Carroll,1,3.1,3.4,4.8,SI,FORMACIÓN
1909,Jeffery Jones,18,jasmine50@example.org,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Anna Cruz,2,4.2,4.0,2.8,SI,FORMACIÓN
1910,Jennifer Oliver,25,benjaminlawrence@example.com,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,1,3.9,4.2,2.9,NO,FORMACIÓN
1911,Erika Ayers,19,gburke@example.org,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Emily Villegas,1,4.0,4.4,3.3,NO,FORMACIÓN
1912,Thomas Lee,27,qreynolds@example.org,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Connie Pace,3,2.9,4.7,3.3,SI,FORMACIÓN
1913,Anthony Adams,21,wilsonbrent@example.com,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Raymond Miller,2,3.1,4.1,3.5,NO,FORMACIÓN
1914,Kendra Marquez,19,jamesjoseph@example.net,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Edward Watson,3,3.6,3.4,3.9,NO,FORMACIÓN
1915,Jared Brown,28,deleonshawn@example.net,REGULAR,20,4,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación Avanzada,Emily Villegas,3,3.8,4.9,4.2,NO,FORMACIÓN
1916,Michael Allen,18,qvazquez@example.org,REGULAR,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Erica Ramirez,1,4.6,3.7,3.5,NO,FORMACIÓN
1917,Lindsey Green,24,julia48@example.org,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Connie Pace,1,3.0,3.9,3.3,SI,FORMACIÓN
1918,Crystal Ortiz,18,ulambert@example.net,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Michael Williams,2,3.2,3.4,3.7,SI,FORMACIÓN
1919,Christina Bryant,24,greensteven@example.com,EMPRESARIAL,36,1,NOCHE,VIERNES,18:15-21:25,Metodologías Ágiles para la Programación,Erin Smith,1,3.6,2.9,4.7,NO,FORMACIÓN
1920,Jared Rose,27,armstrongbradley@example.org,REGULAR,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Kathryn Carroll,3,4.5,3.4,4.5,SI,FORMACIÓN
1921,Jennifer Cruz,27,nwilliams@example.net,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Emily Villegas,1,3.0,4.5,4.2,NO,FORMACIÓN
1922,William Smith,25,dgood@example.net,EMPRESARIAL,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Sierra Phillips,1,3.1,4.5,3.3,NO,FORMACIÓN
1923,Janice Miller,27,crawforddorothy@example.com,REGULAR,21,2,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles I,Edward Watson,2,4.3,3.5,4.0,SI,FORMACIÓN
1924,Stephen Miranda MD,29,hayescolleen@example.org,REGULAR,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Edward Watson,1,4.5,4.5,4.1,SI,FORMACIÓN
1925,David Humphrey,22,orojas@example.net,EMPRESARIAL,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Anna Cruz,3,4.2,3.9,3.7,NO,FORMACIÓN
1926,Jonathan Cooper,22,kevin75@example.org,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Edward Watson,1,3.7,2.8,4.2,NO,FORMACIÓN
1927,Sherry Rogers,26,carmengalvan@example.net,REGULAR,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Kathryn Carroll,3,4.2,3.7,4.5,NO,FORMACIÓN
1928,Mrs. Melissa Tucker DDS,24,loganchristopher@example.org,REGULAR,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Emily Villegas,2,3.6,4.1,2.9,SI,FORMACIÓN
1929,Jill Wallace,29,heatherdixon@example.org,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Erin Smith,1,2.9,4.0,4.3,NO,FORMACIÓN
1930,William Payne,19,yolanda39@example.net,EMPRESARIAL,4,1,NOCHE,MIERCOLES,18:15-21:25,Metodologías Ágiles para la Programación,Raymond Miller,3,3.4,3.5,3.4,SI,FORMACIÓN
1931,Heather Johnson,30,christine40@example.net,REGULAR,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Connie Pace,1,4.4,4.9,3.0,SI,FORMACIÓN
1932,Susan Pacheco,25,dwallace@example.org,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Erin Smith,2,3.2,3.7,4.6,NO,FORMACIÓN
1933,Shannon Wilson,28,smithjulia@example.net,REGULAR,2,2,MAÑANA,MARTES,7:30-10:30,Programación para la Web I,Emily Villegas,3,3.1,3.2,3.0,SI,FORMACIÓN
1934,Kenneth Beck,27,james53@example.com,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Edward Watson,2,4.1,3.2,4.4,SI,FORMACIÓN
1935,Carolyn Robertson,22,shampton@example.net,EMPRESARIAL,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Anna Cruz,1,3.4,4.4,3.5,NO,FORMACIÓN
1936,Jeremy Henry,30,wrobinson@example.org,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Emily Villegas,1,4.6,3.6,5.0,NO,FORMACIÓN
1937,Seth Raymond,19,mpalmer@example.net,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Emily Villegas,2,4.1,4.7,3.5,NO,FORMACIÓN
1938,Jeremy Harvey,22,christy17@example.net,EMPRESARIAL,22,4,TARDE,SABADO,15:00-18:00,Programación de Aplicaciones Móviles III,Erin Smith,3,4.6,4.8,4.0,SI,FORMACIÓN
1939,Lauren Harris,23,melanie51@example.org,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Anna Cruz,2,4.1,4.7,3.6,NO,FORMACIÓN
1940,Stephanie Gardner,29,jamesmatthews@example.com,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Michael Williams,2,3.1,4.3,3.0,NO,FORMACIÓN
1941,Christine Newman,22,emily67@example.org,EMPRESARIAL,33,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Christopher Thomas,3,3.7,2.8,4.5,NO,FORMACIÓN
1942,Joyce Turner,20,josephwagner@example.net,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Christopher Thomas,1,4.8,4.8,3.3,NO,FORMACIÓN
1943,James Wu,22,johnhendrix@example.com,REGULAR,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Erin Smith,1,3.7,4.1,3.2,NO,FORMACIÓN
1944,Cynthia Spencer,21,plynn@example.com,REGULAR,37,1,NOCHE,JUEVES,18:15-21:25,Lógica de Programación,Kathryn Carroll,3,3.2,3.5,4.9,SI,FORMACIÓN
1945,Jessica Martin,27,wmiller@example.net,REGULAR,6,3,TARDE,SABADO,15:00-18:00,Programación para la Web II,Anna Cruz,1,4.8,2.8,4.9,SI,FORMACIÓN
1946,Ricky Mitchell,30,brandigreen@example.org,REGULAR,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Michael Williams,2,4.3,4.5,3.0,SI,FORMACIÓN
1947,Michael Warner,25,anthonylisa@example.org,REGULAR,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Michael Williams,2,2.8,4.8,3.7,NO,FORMACIÓN
1948,Steven Pierce,28,ann99@example.com,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Emily Villegas,3,3.8,4.7,3.9,NO,FORMACIÓN
1949,Teresa Garcia,25,anthony99@example.com,EMPRESARIAL,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Emily Villegas,3,2.9,3.3,3.5,SI,FORMACIÓN
1950,Aimee Ramos,18,keith29@example.net,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Anna Cruz,1,4.1,3.7,4.0,NO,FORMACIÓN
1951,Lori Wood,28,pclark@example.com,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Christopher Thomas,1,3.6,3.7,4.5,SI,FORMACIÓN
1952,Jill Wallace,29,heatherdixon@example.org,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Erin Smith,2,4.3,3.9,3.5,NO,FORMACIÓN
1953,Paula Bernard,18,jacobjohnson@example.net,EMPRESARIAL,23,3,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación de Aplicaciones Móviles II,Anna Cruz,1,4.0,4.4,3.5,NO,FORMACIÓN
1954,Susan Pacheco,25,dwallace@example.org,EMPRESARIAL,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Erin Smith,3,4.1,4.8,3.9,NO,FORMACIÓN
1955,Kerry Reed,28,wgreen@example.com,EMPRESARIAL,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Michael Williams,2,4.9,4.4,4.3,SI,FORMACIÓN
1956,David Richardson PhD,23,leah38@example.org,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Kathryn Carroll,2,3.0,4.4,3.2,SI,FORMACIÓN
1957,Bethany Church,20,vdixon@example.com,EMPRESARIAL,26,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Connie Pace,3,3.0,4.3,2.9,NO,FORMACIÓN
1958,Brian Robinson,18,njohnson@example.org,REGULAR,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Raymond Miller,2,3.8,4.5,4.0,NO,FORMACIÓN
1959,Mary Howard,26,qmills@example.com,EMPRESARIAL,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Erica Ramirez,3,3.5,2.9,4.4,NO,FORMACIÓN
1960,Julie Mendoza,29,patricia44@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Emily Villegas,3,3.7,3.3,3.6,SI,FORMACIÓN
1961,Michele Russell,27,neilvance@example.com,EMPRESARIAL,11,3,NOCHE,SABADO,18:15-21:25,Nuevas Tecnologias de la Programación,Kathryn Carroll,1,2.9,4.2,4.2,NO,FORMACIÓN
1962,Lisa Simpson,18,gerald70@example.org,EMPRESARIAL,24,2,TARDE,SABADO,15:00-18:00,Programación para la Web I,Sierra Phillips,2,4.3,3.6,3.9,NO,FORMACIÓN
1963,Chad Johnson,29,russell07@example.com,EMPRESARIAL,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Erin Smith,3,3.5,3.5,3.9,SI,FORMACIÓN
1964,Dr. Courtney Hurst,28,sgamble@example.org,REGULAR,20,4,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Programación Avanzada,Michael Williams,1,3.9,4.7,3.7,SI,FORMACIÓN
1965,Alexis Campbell,23,beardandrea@example.org,REGULAR,16,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Emily Villegas,3,4.3,3.5,4.3,NO,FORMACIÓN
1966,Austin Smith,22,debraroy@example.net,REGULAR,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Raymond Miller,3,3.1,3.9,4.6,SI,FORMACIÓN
1967,Nicole Lang,27,jenniferbrown@example.net,REGULAR,19,3,MAÑANA,SABADO,7:30-10:30,Nuevas Tecnologias de la Programación,Michael Williams,2,4.3,3.7,3.0,SI,FORMACIÓN
1968,Austin Smith,22,debraroy@example.net,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Raymond Miller,1,4.8,3.3,4.6,NO,FORMACIÓN
1969,David Richardson PhD,23,leah38@example.org,REGULAR,1,2,NOCHE,LUNES,18:15-21:25,Gestión de Bases de Datos,Kathryn Carroll,1,3.5,4.9,4.8,SI,FORMACIÓN
1970,Clarence Nash,19,jacob60@example.org,EMPRESARIAL,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Erica Ramirez,2,4.9,4.2,4.8,SI,FORMACIÓN
1971,Colin Jordan,19,aaroncurtis@example.com,EMPRESARIAL,13,2,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Gestión de Bases de Datos,Erin Smith,1,2.9,3.7,3.3,SI,FORMACIÓN
1972,Heather Miller,26,uhudson@example.com,REGULAR,14,1,MAÑANA,MARTES,7:30-10:30,Lógica de Programación,Christopher Thomas,3,3.3,3.1,3.5,NO,FORMACIÓN
1973,Michele Rodriguez,20,gwilliams@example.com,EMPRESARIAL,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Edward Watson,3,4.4,3.4,4.2,NO,FORMACIÓN
1974,Jessica Doyle,30,kenneth85@example.net,REGULAR,29,3,NOCHE,MIERCOLES,18:15-21:25,Programación de Aplicaciones Móviles II,Raymond Miller,2,4.9,2.9,2.8,NO,FORMACIÓN
1975,Aaron Gibson,19,jcarter@example.org,EMPRESARIAL,17,1,NOCHE,JUEVES,18:15-21:25,Introducción a la Programación,Erica Ramirez,3,3.9,4.6,3.7,NO,FORMACIÓN
1976,Nicole Casey,25,charlesford@example.org,EMPRESARIAL,18,3,NOCHE,VIERNES,18:15-21:25,Nuevas Tecnologias de la Programación,Emily Villegas,3,2.9,4.0,4.8,NO,FORMACIÓN
1977,Rachael Phillips MD,19,monica87@example.net,REGULAR,15,1,NOCHE,MARTES,18:15-21:25,Lógica de Programación,Emily Villegas,3,4.8,3.2,2.9,SI,FORMACIÓN
1978,Clinton Brown,27,jconner@example.com,REGULAR,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Connie Pace,1,3.6,2.8,4.4,SI,FORMACIÓN
1979,Jeffrey Anderson,25,bradypatterson@example.com,EMPRESARIAL,25,1,MAÑANA,JUEVES,7:30-10:30,Introducción a la Programación,Sierra Phillips,2,2.9,3.5,4.7,SI,FORMACIÓN
1980,Lisa Goodman,18,aaron39@example.com,REGULAR,30,2,MAÑANA,SABADO,7:30-10:30,Programación para la Web I,Emily Villegas,2,2.9,3.1,4.8,NO,FORMACIÓN
1981,Elizabeth Jones MD,22,framirez@example.org,EMPRESARIAL,12,1,MAÑANA,SABADO,7:30-10:30,Lógica de Programación,Kathryn Carroll,3,3.9,3.6,3.7,SI,FORMACIÓN
1982,Jonathan Garcia,19,nicole72@example.net,EMPRESARIAL,3,3,NOCHE,MARTES,18:15-21:25,Programación para la Web II,Kathryn Carroll,2,3.9,3.1,3.9,SI,FORMACIÓN
1983,Stephen Sandoval,26,epotter@example.com,EMPRESARIAL,8,1,MAÑANA-TARDE,SABADO,10:30-12:00 13:30-15:00,Metodologías Ágiles para la Programación,Christopher Thomas,1,4.9,3.8,4.4,SI,FORMACIÓN
1984,John Davis,28,msmith@example.net,EMPRESARIAL,38,2,NOCHE,MARTES,18:15-21:25,Gestión de Bases de Datos,Connie Pace,1,5.0,3.5,4.2,SI,FORMACIÓN
1985,Alyssa Church,26,stephensonmaria@example.net,EMPRESARIAL,32,2,NOCHE,VIERNES,18:15-21:25,Programación de Aplicaciones Móviles I,Sierra Phillips,3,4.8,4.2,4.1,SI,FORMACIÓN
